id,DISTRICT,SUB_DISTRI,COUNT_REQ,floors,UP_DMG,WALL_DMG,FLOOR_DMG,PILLAR_DMG,STRUCTURE_,BLDG_T,ZONE,ZONE_GROUP,SUB_ZONE,SoftClay_m,WaterConte,LiquidLimi,Plasticity,Total_Unit,Score_Rang,Zoning,total_dmg_score,total_dmg_class,total_dmg_class_id
1332578398,????????,????????,2,20,0,1,0,0,0,office building,?.?,????? : ??????????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.118640518,???????,1
844174906,???????,???????,1,,0,0,1,0,0,building,?.?,???????? : ??????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.178414651,???????,1
943263637,???????,????????,1,,0,0,0,0,0,building,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1204353795,???????,????????,2,,0,0,0,0,0,house,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
240042089,??????,???????,1,,0,0,0,0,0,house,?.?,????? : ??????????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
395298872,???????,??????,1,,0,0,0,1,0,condo,?.?,????? : ??????????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.207248399,????,2
340670160,?????,????????????,4,25,0,0,0,0,0,condo,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1227640800,?????????????????,?????????,1,0,0,0,0,0,0,government office,?.?,???????? : ??????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
200980892,??????,????,1,,0,0,0,0,0,other,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
928788686,???????,????????,1,,0,0,0,0,0,condo,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
332009755,?????,????????????,1,,0,0,0,0,1,building,?.?,????? : ??????????????????????????,?.?-,14-18,80-100,80-100,50-60,1.45-1.55,4.2-5.0,B,0.202734137,???????,1
525574442,??????,??????????,1,5,0,0,0,0,0,condo,?.?,???????? : ??????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
348801557,?????,????????????,1,,1,0,0,0,0,other,?.?,???????? : ??????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.174321778,???????,1
1126143593,????????,?????????,1,,0,1,0,0,0,house,?.?,???????? : ???????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.118640518,???????,1
331795203,??????,??????????,1,,0,0,0,0,0,condo,?.?,???????? : ??????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
319264607,?????,????????????,1,,0,0,0,0,0,condo,?.?,???????? : ??????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1038613998,?????,????????????,1,,0,0,0,1,0,house,?.?,???????? : ???????????????????????,?.?,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.207248399,????,2
1057083961,????????,????????????,1,,0,0,0,0,0,house,?.?,????? : ????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
817837879,??????,??????????,2,,0,0,0,1,0,condo,?.?,????? : ??????????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.207248399,????,2
223087317,?????,????????????,2,,0,0,0,0,1,building,?.?,???????? : ???????????????????????,?.?,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.202734137,???????,1
782603810,?????????,?????????,1,,0,0,0,0,0,condo,?.?,????? : ??????????????????????????,?.?-,14-18,80-100,80-100,50-60,1.45-1.55,4.2-5.0,B,0,????????????????,0
1376046650,??????????,????????????,1,,0,0,0,0,0,building,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
331540859,??????,??????,6,,1,1,1,1,0,building,?.?,???????? : ??????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.678625346,?????,5
439156668,?????,????????????,1,,0,0,0,0,1,house,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.202734137,???????,1
1037863919,???????,???????,3,,0,0,0,0,0,other,?.?,???????? : ???????????????????????,?.?,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
567840186,???????,?????????,1,,0,0,0,0,0,house,?.?,????? : ??????????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1303441917,?????????,???????,1,,0,0,0,0,0,building,?.?,????? : ??????????????????????????,?.?-,14-18,80-100,80-100,50-60,1.45-1.55,4.2-5.0,B,0,????????????????,0
539298504,???????,???????,1,,0,1,1,0,0,other,?.?,???????? : ???????????????????????,?.?,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.297055168,????,2
1320414545,????,???????,2,,0,0,0,0,0,office building,?.?,???????? : ??????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1264707249,???????,???????,2,,0,0,0,0,0,building,?.?,???????? : ??????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1157161927,???????????,????????,1,,0,0,0,0,0,office building,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
901556065,??????????,???????,1,,0,1,0,0,0,condo,?.?,???????? : ???????????????????????,?.?-,14-18,80-100,80-100,50-60,1.45-1.55,4.2-5.0,B,0.118640518,???????,1
333134178,???????,???????,2,23,0,0,0,0,0,condo,?.?,???????? : ??????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
397956918,???????,??????,1,,0,0,0,0,0,condo,?.?,????? : ??????????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
261492619,??????,????,3,,0,0,0,0,0,other,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
397481977,???????,??????,1,,0,0,0,0,0,condo,?.?,????? : ??????????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1332903622,????????,????????,2,22,1,0,1,0,0,office building,?.?,????? : ??????????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.352736429,???????,3
1278689875,???????,?????????,1,20,0,0,0,0,0,building,?.?,???????? : ??????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1417492872,??????,??????,1,,0,0,0,1,0,house,?.?,???????? : ??????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.207248399,????,2
1103682674,??????,?????????,1,,0,0,0,0,0,other,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1038930361,???????,?????,1,,0,1,1,1,0,house,?.?,???????? : ??????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.504303567,??????,4
1104891549,?????,????????????,4,,1,0,0,0,0,condo,?.?,????? : ??????????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.174321778,???????,1
404043597,???????????,?????,1,,0,0,0,1,0,condo,?.?,??????? : ????????????,?.?-,14-18,80-100,80-100,50-60,1.45-1.55,4.2-5.0,B,0.207248399,????,2
1042039292,???????,????????,1,,0,0,0,0,0,other,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
377279900,????,??????????,2,,0,0,0,0,0,building,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
207091394,?????,?????,1,,0,0,1,0,0,office building,?.?,???????? : ???????????????????????,?.?,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.178414651,???????,1
333304260,?????,????????????,1,,0,0,0,0,0,condo,?.?,????? : ??????????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
323691177,?????,????????????,3,,0,1,0,0,0,building,?.?,???????? : ???????????????????????,?.?,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.118640518,???????,1
500730483,???????,???????,1,4,0,0,0,1,0,house,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.207248399,????,2
1037080173,??????,??????????,1,,0,0,0,0,0,other,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
231405244,??????,????????,2,24,0,0,0,0,0,other,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1360079161,?????????????????,?????????,1,,0,0,0,1,0,building,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.207248399,????,2
340231167,?????,????????????,1,8,0,0,0,0,0,building,?.?,???????? : ???????????????????????,?.?,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
626619997,????????,????????,1,,0,0,0,0,0,building,?.?,????? : ??????????????????????????,?.?-,14-18,80-100,80-100,50-60,1.45-1.55,4.2-5.0,B,0,????????????????,0
1220099143,???????,???????,2,35,0,1,0,0,0,condo,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.118640518,???????,1
1247098066,???????,??????????,1,,0,0,0,0,0,house,?.?,???????? : ???????????????????????,?.?-,14-18,80-100,80-100,50-60,1.45-1.55,4.2-5.0,B,0,????????????????,0
864888380,???????,??????????,2,,0,0,1,1,0,building,?.?,??????? : ????????????,?.?-,14-18,80-100,80-100,50-60,1.45-1.55,4.2-5.0,B,0.38566305,???????,3
1249861553,?????????,???????????,3,,0,0,0,0,0,other,?.?,???????? : ???????????????????????,?.?,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
349601976,??????,???????????????,2,,0,0,0,2,0,house,?.?,???????????? : ???????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.207248399,????,2
244115003,???????,???????,3,12,0,0,0,0,0,condo,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
369388475,????????,?????????,1,,0,0,0,0,1,house,?.?,???????? : ??????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.202734137,???????,1
1332644618,????????,????????,1,,0,0,0,0,0,condo,?.?,????? : ??????????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1057254847,???????,????????,4,,0,3,0,0,0,condo,?.?,????? : ??????????????????????????,?.?-,14-18,80-100,80-100,50-60,1.45-1.55,4.2-5.0,B,0.237281035,????,2
376302676,???????,????????,2,,0,0,0,0,0,condo,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
632904472,??????,???????,1,,0,1,0,0,0,house,?.?,???????????? : ???????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.118640518,???????,1
228789203,?????,?????,1,,0,0,0,0,0,house,?.?,???????? : ??????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1230362479,?????,????????????,4,36,0,0,0,0,1,condo,?.?,???????? : ???????????????????????,?.?,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.202734137,???????,1
1102840410,?????????,???????,1,,0,0,0,0,1,house,?.?,????? : ??????????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.202734137,???????,1
560325425,???????,????????,1,,0,0,0,0,1,building,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.202734137,???????,1
1038973738,?????????,????????????,1,,0,0,0,0,0,house,?.?,???????? : ???????????????????????,?.?-,14-18,80-100,80-100,50-60,1.45-1.55,4.2-5.0,B,0,????????????????,0
974907262,????????,????????,2,,0,0,0,2,0,condo,?.?,???????? : ??????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.207248399,????,2
397955892,???????,??????????,1,,0,0,0,0,1,building,?.?,???????? : ???????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.202734137,???????,1
332224212,??????,????,1,,0,0,0,0,0,office building,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
368606063,??????,??????????,1,,0,0,0,0,0,condo,?.?,???????? : ??????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
367977930,????????,????????,1,,0,0,0,0,0,building,?.?,???????? : ??????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
901556104,??????????,???????,1,,0,0,0,0,0,other,?.?,???????? : ???????????????????????,?.?-,14-18,80-100,80-100,50-60,1.45-1.55,4.2-5.0,B,0,????????????????,0
1339874538,????????,????????,1,,0,0,0,0,0,office building,?.?,???????? : ??????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1038921885,??????,??????????,2,,0,1,0,0,0,house,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.118640518,???????,1
1242436837,?????,????????????,1,,0,0,0,0,0,house,?.?,???????? : ??????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1378615263,??????,??????,1,,0,0,0,0,0,house,?.?,???????? : ??????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
347924977,????,???????,1,8,0,0,0,0,0,condo,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
137963848,????,??????????,1,,0,0,0,0,0,condo,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
545951645,??????,??????????,2,,0,0,0,0,0,condo,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1271826749,?????,??????????,1,,0,0,0,0,0,other,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1187605251,??????,????????,1,8,0,0,0,1,0,factory,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.207248399,????,2
1200812493,??????,??????????,1,2,0,0,0,0,0,condo,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1020882092,??????,???????????????,1,,0,0,0,0,0,building,?.?,???????????? : ???????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1184645985,?????,????????????,3,36,0,0,0,0,0,condo,?.?,???????? : ???????????????????????,?.?,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
324280524,?????,????????????,2,,0,0,0,0,0,building,?.?,???????? : ???????????????????????,?.?,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
330244556,?????,????????????,1,,0,0,0,0,0,other,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
428711879,???????,???????????,1,,0,0,0,1,0,building,?.?,???????? : ???????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.207248399,????,2
325613916,?????,????????????,1,,0,0,0,0,0,condo,?.?,???????? : ???????????????????????,?.?,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1037055251,???????,?????,1,,0,0,0,0,0,other,?.,?????????????,?.-?,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1067048654,?????,?????,2,,0,1,0,0,0,condo,?.?,???????? : ??????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.118640518,???????,1
1125624404,???????,????????,1,,0,0,0,0,0,house,?.?,???????? : ???????????????????????,?.?-,14-18,80-100,80-100,50-60,1.45-1.55,4.2-5.0,B,0,????????????????,0
856457766,???????,???????,1,34,0,0,0,0,0,condo,?.?,???????? : ???????????????????????,?.?,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
329745927,?????,????????????,2,,0,0,0,0,0,condo,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
543234737,?????????,??????????????,1,,0,0,0,0,0,house,?.?,????? : ??????????????????????????,?.?-,14-18,80-100,80-100,50-60,1.45-1.55,4.2-5.0,B,0,????????????????,0
25787548,???????,???????,1,14,0,0,0,0,0,building,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
366712972,??????,??????????,1,,0,0,0,0,0,building,?.?,???????? : ??????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1158621979,???????,??????????,1,8,0,0,0,0,0,condo,?.?,???????? : ???????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1022211489,???????,????????,4,,1,1,0,0,0,condo,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.292962296,????,2
267936934,??????????,???????,1,,0,0,0,0,0,school,?.?,???????? : ??????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1206407209,??????,????????,1,,0,1,0,0,0,condo,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.118640518,???????,1
176200223,?????,????????????,1,36,0,0,0,0,0,office building,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
208691140,?????,????????????,1,34,0,0,0,0,0,condo,?.?,???????? : ???????????????????????,?.?,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1244119214,???????,????????,1,,0,0,0,0,0,other,?.?,???????? : ???????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
25829679,???????,???????,1,,0,0,0,0,0,building,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
176200224,?????,????????????,3,,0,1,1,0,0,condo,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.297055168,????,2
1055622521,??????,??????,2,,0,0,0,0,1,condo,?.?,???????? : ??????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.202734137,???????,1
1346005818,???????,???????,1,,0,0,0,0,1,condo,?.?,????? : ??????????????????????????,?.?-,14-18,80-100,80-100,50-60,1.45-1.55,4.2-5.0,B,0.202734137,???????,1
575459610,???????,???????,1,,0,0,0,0,0,condo,?.?,???????? : ??????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1231334524,??????,????,1,,0,0,0,0,0,condo,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
986167780,?????????,????????????,1,,0,0,0,0,1,building,?.?,???????? : ???????????????????????,?.?-,14-18,80-100,80-100,50-60,1.45-1.55,4.2-5.0,B,0.202734137,???????,1
397482426,???????,?????????,2,,0,0,0,0,1,condo,?.?,????? : ??????????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.202734137,???????,1
492711285,???????,?????,1,,0,0,0,0,0,other,?.?,???????? : ??????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
898104253,???????,???????????,1,,0,0,0,0,0,building,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1363865059,??????,??????????,2,,1,1,0,0,0,other,?.?,???????? : ??????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.292962296,????,2
723059851,??????,??????,1,,0,0,0,0,0,other,?.?,???????? : ??????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
379124423,????????,?????????,1,0,0,0,0,0,0,factory,?.?,????? : ??????????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1037069644,???????,???????,1,,0,0,0,0,0,house,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
318942735,?????,????????????,1,,0,0,0,0,0,condo,?.?,???????? : ??????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
113135445,?????,????????????,1,6,0,0,0,0,0,other,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1124895706,???????,????????,1,,0,0,0,0,0,house,?.?,???????? : ???????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1362796961,??????,??????????,1,,0,0,0,0,0,house,?.?,???????? : ??????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
395092790,???????,???????,1,,0,0,0,0,0,house,?.?,????? : ??????????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
329745932,?????,????????????,1,24,0,0,0,0,0,condo,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
393471476,?????,????????????,1,,0,1,0,0,0,building,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.118640518,???????,1
1349812558,?????,????????????,1,,0,0,0,0,0,other,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
529606854,??????,??????,1,46,0,0,0,0,1,condo,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.202734137,???????,1
966312744,?????,????????????,1,,0,1,0,0,0,house,?.?,???????? : ??????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.118640518,???????,1
329428599,?????,????????????,2,,0,0,0,0,0,building,?.?,???????? : ???????????????????????,?.?,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
208693094,???????,???????,1,28,1,1,1,0,0,other,?.?,???????? : ??????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.471376947,??????,4
197629446,?????????,???????,1,,0,0,0,0,0,other,?.?,????? : ??????????????????????????,?.?-,14-18,80-100,80-100,50-60,1.45-1.55,4.2-5.0,B,0,????????????????,0
320762228,???????,?????????,1,,0,0,0,0,0,condo,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1328879200,??????,??????,1,2,0,0,0,0,0,condo,?.?,???????? : ??????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1222191651,???????,???????,1,,0,0,0,0,1,house,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.202734137,???????,1
539153463,???????,???????,1,8,0,0,0,0,0,other,?.?,???????? : ???????????????????????,?.?,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
206851141,???????,???????,1,45,1,1,0,0,0,other,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.292962296,????,2
1349151790,?????,????????????,2,,0,0,0,0,1,building,?.?,???????? : ???????????????????????,?.?,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.202734137,???????,1
1195342678,???????,?????????,1,,0,0,0,0,0,building,?.?,???????? : ??????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1157357934,???????,???????,1,,0,1,0,0,0,building,?.?,???????? : ??????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.118640518,???????,1
163726555,????,??????????,1,24,0,0,0,0,0,building,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
157656702,???????,???????,1,,0,0,0,0,1,other,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.202734137,???????,1
137963877,????,??????????,1,,0,0,1,0,0,other,?.?,???????? : ???????????????????????,?.?,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.178414651,???????,1
324280460,?????,????????????,1,,0,0,0,0,0,building,?.?,????? : ??????????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
506791058,?????,????????????,1,47,0,0,0,0,0,building,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1067048682,?????,?????,1,,0,0,0,0,0,condo,?.?,???????? : ??????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1336452534,???????,????????,1,7,0,1,0,0,0,condo,?.?,????? : ??????????????????????????,?.?-,14-18,80-100,80-100,50-60,1.45-1.55,4.2-5.0,B,0.118640518,???????,1
606557469,???????,???????,1,,0,0,0,0,1,house,?.?,???????? : ???????????????????????,?.?-,14-18,80-100,80-100,50-60,1.45-1.55,4.2-5.0,B,0.202734137,???????,1
209472402,????,??????????,1,40,0,0,0,0,0,office building,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
379135954,????????,????????,2,,0,0,0,1,0,house,?.?,???????? : ???????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.207248399,????,2
899213072,???????,????????,1,,0,0,0,0,0,condo,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1038144255,???????,??????????,1,,0,0,0,0,0,house,?.?,???????? : ???????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
